dialect_id,dialect_name,word_id,concept,othography,english,ipa_no_tone,ipa_with_tone,ipa_converted_with_tone,ipa_converted_no_tone
MX,Meixian,1,太阳,日头 ,,ŋit tˈeu,ŋit1 tˈeu11,ŋit1 tʰeu11,ŋit tʰeu
MX,Meixian,2,月亮,月光 ,,ŋiat kuoŋ,ŋiat5 kuoŋ44,ŋiat5 kuoŋ44,ŋiat kuoŋ
MX,Meixian,3,星星,星儿 ,,sen ne,sen4435 ne,sen4435 ne,sen ne
MX,Meixian,4,打雷,响雷公 ,,hioŋ lui kuŋ,hioŋ31 lui11 kuŋ44,hioŋ31 lui11 kuŋ44,hioŋ lui kuŋ
MX,Meixian,5,闪电,慑火蛇 ,,ŋiap fo sa,ŋiap1 fo31 sa11,ŋiap1 fo31 sa11,ŋiap fo sa
MX,Meixian,6,下雨,落雨 ,,lok i,lok5 i31,lok5 i31,lok i
MX,Meixian,7,下雪,落雪 ,,lok siet,lok5 siet1,lok5 siet1,lok siet
MX,Meixian,8,冰雹,雹 ,,pˈok,pˈok5,pʰok5,pʰok
MX,Meixian,9,结冰,结冰 ,,kiat pen,kiat1 pen44,kiat1 pen44,kiat pen
MX,Meixian,10,刮风,起风 ,,hi fuŋ,hi31 fuŋ44,hi31 fuŋ44,hi fuŋ
MX,Meixian,11,虹,天弓 ,,tˈien kiuŋ,tˈien44 kiuŋ44,tʰien44 kiuŋ44,tʰien kiuŋ
MX,Meixian,12,端午节,五月节 ,,n̩ ŋiat tsiet,n̩31 ŋiat5 tsiet1,n̩31 ŋiat5 t͡siet1,n̩ ŋiat t͡siet
MX,Meixian,13,中秋节,中秋节 ,,tsuŋ tsˈiu tsiet,tsuŋ44 tsˈiu4435 tsiet1,t͡suŋ44 t͡sʰiu4435 t͡siet1,t͡suŋ t͡sʰiu t͡siet
MX,Meixian,14,除夕,年三十日 ,,ŋian sam səp ŋit,ŋian11 sam44 səp5 ŋit1,ŋian11 sam44 səp5 ŋit1,ŋian sam səp ŋit
MX,Meixian,15,今年,今年 ,,kin ŋian,kin4435 ŋian11,kin4435 ŋian11,kin ŋian
MX,Meixian,16,明年,过了年 ,,kuo e ŋian,kuo5355 e ŋian11,kuo5355 e ŋian11,kuo e ŋian
MX,Meixian,17,去年,旧年儿 ,,kˈiu ŋian ne,kˈiu5355 ŋian11 ne,kʰiu5355 ŋian11 ne,kʰiu ŋian ne
MX,Meixian,18,明天,辰朝日 ,,sən tsau ŋit,sən11 tsau4435 ŋit1,sən11 t͡sau4435 ŋit1,sən t͡sau ŋit
MX,Meixian,19,昨天,秋晡日 ,,tsˈiu pu ŋit,tsˈiu44 pu4435 ŋit1,t͡sʰiu44 pu4435 ŋit1,t͡sʰiu pu ŋit
MX,Meixian,20,今天,今日 ,,kim ŋit,kim4435 ŋit1,kim4435 ŋit1,kim ŋit
MX,Meixian,21,星期天,星期日,,sen kˈi ŋit,sen4435 kˈi11 ŋit1,sen4435 kʰi11 ŋit1,sen kʰi ŋit
MX,Meixian,22,麦子,麦儿,,mak e,mak5 e,mak5 e,mak e
MX,Meixian,23,大米,米 ,,mi,mi31,mi31,mi
MX,Meixian,24,蚕豆,胡豆,,fu tˈeu,fu11 tˈeu53,fu11 tʰeu53,fu tʰeu
MX,Meixian,25,向日葵,向日葵 ,,hioŋ ŋit kˈui,hioŋ5355 ŋit1 kˈui11,hioŋ5355 ŋit1 kʰui11,hioŋ ŋit kʰui
MX,Meixian,26,菠菜,角菜儿 ,,kok tsˈoi ie,kok1 tsˈoi5355 ie,kok1 t͡sʰoi5355 ie,kok t͡sʰoi ie
MX,Meixian,27,卷心菜,包菜 ,,pau tsˈoi,pau4435 tsˈoi53,pau4435 t͡sʰoi53,pau t͡sʰoi
